,1,2,respons,gestion,equip,ingeni,inform,industrial,offic,excel,diseñ,analisis
20,Practicante sap,"[['som', 'una', 'firm', 'lid', 'con', 'presenci', 'en', 'el', 'peru', 'desd', 'hac', 'mas', 'de', 'años', 'ofrec', 'servici', 'profesional', 'de', 'consultor', 'outsourcing', 'auditori', 'asesor', 'financ', 'asesor', 'tributari', 'y', 'legal', 'nos', 'encontr', 'en', 'busqued', 'de', 'un', 'practic', 'sap', 'funcion', 'elabor', 'de', 'inform', 'y', 'apoy', 'al', 'are', 'en', 'lo', 'requer', 'apoy', 'en', 'servici', 'de', 'consultor', 'sap', 'e', 'implement', 'administr', 'de', 'plataform', 'y', 'herramient', 'deseabl', 'manej', 'de', 'sap', 'requisit', 'estudi', 'de', 'vo', 'cicl', 'en', 'delant', 'de', 'la', 'carrer', 'de', 'ingeni', 'de', 'sistem', 'requer', 'ingles', 'intermedi', 'deseabl', 'experient', 'previ', 'en', 'posicion', 'similar', 'de', 'it', 'process', 'benefici', 'se', 'ofrec', 'la', 'posibil', 'de', 'integr', 'a', 'una', 'sol', 'firm', 'trasnacional', 'reconoc', 'por', 'brind', 'oportun', 'de', 'aprendizaj', 'continu', 'oportun', 'de', 'crecimient', 'y', 'la', 'experient', 'de', 'integr', 'equip', 'multidisciplinari', 'alt', 'reconoc', 'en', 'el', 'medi', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
21,Practicante profesional,"[['com', 'part', 'de', 'nuestr', 'plan', 'de', 'crecimient', 'nos', 'encontr', 'en', 'la', 'busqued', 'de', 'los', 'mejor', 'talent', 'par', 'ocup', 'la', 'posicion', 'de', 'practic', 'profesional', 'requisit', 'egres', 'o', 'bachill', 'de', 'ing', 'industrial', 'administr', 'contabil', 'sistem', 'afin', 'conoc', 'en', 'indic', 'y', 'cost', 'agricol', 'microsoft', 'excel', 'nivel', 'intermedioavanz', 'conoc', 'en', 'sap', 'deseabl', 'disponibil', 'par', 'labor', 'en', 'san', 'jacint', 'aprox', 'a', 'min', 'de', 'la', 'ciud', 'de', 'chimbot', 'jorn', 'laboral', 'de', 'lun', 'a', 'sab', 'medi', 'dia', 'funcion', 'apoy', 'en', 'la', 'valid', 'de', 'servici', 'de', 'divers', 'are', 'apoy', 'en', 'el', 'levant', 'de', 'inform', 'de', 'camp', 'consolid', 'requer', 'de', 'material', 'de', 'divers', 'are', 'apoy', 'en', 'la', 'planif', 'de', 'costoscamp', 'apoy', 'en', 'la', 'valid', 'de', 'la', 'distribu', 'a', 'centr', 'de', 'cost', 'realiz', 'cualqui', 'otra', 'activ', 'asign', 'por', 'el', 'jef', 'inmediat', 'benefici', 'subvencion', 'econom', 'sin', 'descuent', 'oportun', 'de', 'crecimient', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
22,Practicante contable,"[['import', 'empres', 'deport', 'de', 'arequip', 'necesit', 'cubr', 'la', 'plaz', 'de', 'practic', 'contablefuncionesmanten', 'actualiz', 'los', 'divers', 'archiv', 'de', 'control', 'y', 'de', 'analisis', 'de', 'ingres', 'y', 'egres', 'que', 'sean', 'de', 'competent', 'del', 'are', 'contableanaliz', 'las', 'cuent', 'de', 'result', 'ingres', 'y', 'gastosemision', 'de', 'los', 'report', 'inform', 'de', 'fin', 'de', 'mes', 'refer', 'a', 'otros', 'ingres', 'y', 'gast', 'de', 'la', 'organizacionregistr', 'y', 'seguimient', 'en', 'la', 'cobranz', 'de', 'las', 'facturasvalid', 'la', 'razon', 'de', 'tod', 'las', 'oper', 'de', 'gastosregistr', 'y', 'actualiz', 'del', 'rubr', 'de', 'existenciasmanten', 'actualiz', 'el', 'registr', 'de', 'los', 'ingres', 'bancari', 'de', 'la', 'organizaciony', 'otras', 'funcion', 'que', 'sean', 'asignadasrequisitosestudi', 'de', 'los', 'ultim', 'cicl', 'de', 'la', 'facult', 'de', 'contabil', 'o', 'egresadocont', 'con', 'experient', 'minim', 'de', 'mes', 'en', 'funcion', 'similarescapac', 'analiticasol', 'conoc', 'en', 'contabilidaddomini', 'de', 'ms', 'offic', 'a', 'nivel', 'avanz', 'excel', 'y', 'formul', 'avanz', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
23,Practicante legal,"[['sgs', 'es', 'lid', 'mundial', 'en', 'inspeccion', 'verif', 'analisis', 'y', 'certif', 'esta', 'consider', 'com', 'principal', 'referent', 'mundial', 'en', 'calid', 'e', 'integr', 'cont', 'con', 'mas', 'de', 'colabor', 'y', 'con', 'una', 'red', 'de', 'mas', 'de', 'oficin', 'y', 'laboratori', 'alrededor', 'de', 'tod', 'el', 'mundoactual', 'nos', 'encontr', 'en', 'busqued', 'de', 'un', 'practic', 'legal', 'requisit', 'estudi', 'entre', 'mo', 'y', 'vo', 'cicl', 'de', 'la', 'carrer', 'de', 'derechoconoc', 'en', 'licit', 'y', 'codig', 'legalesingl', 'intermedi', 'funcionesapoy', 'en', 'la', 'gestion', 'de', 'licitacionesrevision', 'de', 'document', 'legalesprepar', 'y', 'revis', 'los', 'expedient', 'par', 'contrat', 'public', 'y', 'privadasrevision', 'de', 'las', 'norm', 'aplic', 'a', 'la', 'compañiaapoy', 'en', 'el', 'seguimient', 'del', 'cumplimient', 'de', 'las', 'polit', 'de', 'la', 'empres', 'apoy', 'en', 'el', 'archiv', 'de', 'los', 'document', 'del', 'are', 'competenciasproactivocomunicacionorient', 'a', 'resultadosorient', 'a', 'detall', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
24,Practicante comercial,"[['som', 'una', 'empres', 'miner', 'global', 'que', 'vel', 'por', 'el', 'coraj', 'el', 'entusiasm', 'y', 'la', 'inteligent', 'en', 'nuestr', 'relacion', 'valor', 'a', 'las', 'person', 'y', 'cre', 'en', 'el', 'pod', 'de', 'la', 'divers', 'e', 'inclusion', 'constru', 'tu', 'futur', 'con', 'nosotr', 'nos', 'encontr', 'en', 'busqued', 'de', 'practic', 'comercial', 'par', 'el', 'are', 'de', 'concentradosrequisit', 'carrer', 'de', 'ingeni', 'industrialadministr', 'de', 'empres', 'y', 'afinesingles', 'fluenteconoc', 'de', 'sap', 'r', 'diferencialconoc', 'profesional', 'en', 'excel', 'y', 'pow', 'pointnecesarioconoc', 'de', 'proces', 'de', 'supply', 'chain', 'y', 'planeamientodesafi', 'y', 'respons', 'actu', 'de', 'form', 'activ', 'en', 'la', 'prevencion', 'de', 'condicion', 'insegur', 'dentr', 'y', 'fuer', 'de', 'la', 'oficinaanaliz', 'y', 'prepar', 'el', 'forecast', 'de', 'demand', 'y', 'ofert', 'de', 'concentradosvalid', 'program', 'semanal', 'despachossegu', 'de', 'ped', 'en', 'transitogestion', 'de', 'stockscreacion', 'de', 'indic', 'de', 'performancereport', 'semanal', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
25,Practicante comercial,"[['import', 'empres', 'trasnacional', 'requier', 'incorpor', 'a', 'su', 'staff', 'un', 'practic', 'comercial', 'funcion', 'ü', 'soport', 'a', 'los', 'punt', 'de', 'vent', 'canal', 'modernoü', 'coordin', 'permanent', 'con', 'tiendasü', 'brind', 'soport', 'administr', 'y', 'operacional', 'a', 'las', 'labor', 'del', 'areaü', 'administr', 'dat', 'que', 'agreg', 'valor', 'a', 'la', 'gestion', 'de', 'asistent', 'a', 'las', 'tiend', 'canal', 'modernoü', 'analiz', 'los', 'report', 'de', 'vent', 'a', 'fin', 'de', 'gener', 'valor', 'agreg', 'al', 'are', 'ü', 'asistent', 'con', 'material', 'par', 'capacitacionesü', 'soport', 'en', 'el', 'desarroll', 'del', 'canal', 'ecommerceü', 'otras', 'coordin', 'y', 'analisis', 'requer', 'por', 'la', 'oper', 'formacion', 'academ', 'ü', 'curs', 'carrer', 'universitari', 'marketing', 'ingeni', 'industrial', 'ingeni', 'comercial', 'administr', 'o', 'simil', 'a', 'part', 'del', 'octav', 'cicloü', 'indispens', 'manej', 'avanz', 'de', 'excelü', 'deseabl', 'experient', 'previ', 'en', 'vent', 'marketing', 'o', 'desarroll', 'comercialü', 'ingles', 'nivel', 'avanz', 'competenciasü', 'capac', 'de', 'planeamient', 'y', 'organizacionü', 'comun', 'efectivaü', 'habil', 'par', 'realiz', 'presentacionesü', 'habil', 'demostr', 'par', 'manej', 'diferent', 'tar', 'simultaneamenteü', 'automotiv', 'par', 'consegu', 'objet', 'y', 'finaliz', 'tar', 'benefici', 'ü', 'pertenec', 'a', 'una', 'import', 'empres', 'transnacionalü', 'oportun', 'de', 'hac', 'line', 'de', 'carreraü', 'capacit', 'permanenteü', 'buen', 'ambient', 'de', 'trabaj', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
26,Solicito practicante de marketing,"[['empres', 'solicit', 'practic', 'de', 'marketing', 'medi', 'tiemp', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
27,Practicante marketing digital,"[['practic', 'de', 'marketing', 'digital', 'soport', 'en', 'creacion', 'de', 'conten', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
28,Practicas profesionales - piura,"[['practic', 'en', 'piurapracticantepreprofesional', 'de', 'las', 'siguient', 'carrer', 'profesional', 'o', 'tecnic', 'civil', 'arquitectur', 'topograf', 'dibuj', 'cadist', 'comput', 'obras', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
29,Practicante profesional de legal,"[['empres', 'lid', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'de', 'legal', 'requisitospract', 'profesional', 'en', 'el', 'are', 'corporativaconoc', 'de', 'excel', 'contrat', 'y', 'legisl', 'laboralconoc', 'del', 'idiom', 'ingles', 'beneficiossegur', 'de', 'practicantessubvencion', 'acord', 'al', 'merc', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
30,Practicante profesional de legal,"[['empres', 'lid', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'de', 'legal', 'requisitospract', 'profesional', 'en', 'el', 'are', 'corporativaconoc', 'de', 'excel', 'contrat', 'y', 'legisl', 'laboralconoc', 'del', 'idiom', 'ingles', 'beneficiossegur', 'de', 'practicantessubvencion', 'acord', 'al', 'merc', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
31,Practicante de contabilidad,"[['practic', 'de', 'contabil', 'que', 'este', 'curs', 'los', 'dos', 'ultim', 'cicl', 'de', 'univers', 'con', 'o', 'sin', 'experent', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
32,Practicantes de carreras tecnicas-,"[['se', 'requier', 'practic', 'de', 'las', 'siguent', 'carrer', 'tecnicasdibuj', 'cadist', 'arquitectur', 'civil', 'computacion', 'topografi', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
33,Practicante de contabilidad,"[['nos', 'encontr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'egres', 'de', 'las', 'carrer', 'de', 'contabilidads', 'valor', 'experient', 'en', 'el', 'are', 'de', 'control', 'de', 'pagosexcel', 'intermedi', 'avanzadoofrecemosconveni', 'de', 'practic', 'profesionalessubvencion', 'econom', 'de', 'segur', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
34,Practicante de mantenimiento,"[['import', 'empres', 'dedic', 'a', 'la', 'fabric', 'de', 'beb', 'gasific', 'agu', 'de', 'mes', 'entre', 'otros', 'requier', 'incorpor', 'a', 'su', 'equip', 'de', 'trabaj', 'al', 'siguient', 'profesional', 'par', 'realiz', 'practic', 'profesional', 'ingenier', 'mecan', 'yo', 'ingenier', 'industrial', 'con', 'conoc', 'en', 'offic', 'line', 'de', 'manufactur', 'gestion', 'de', 'manten', 'gestion', 'de', 'indic', 'gestion', 'de', 'compr', 'competent', 'requer', 'trabaj', 'en', 'equip', 'proactiv', 'empat', 'inici', 'beneficiosdisponibil', 'inmediatapract', 'pagadasaliment', 'cubiert', 'al', 'por', 'la', 'empresal', 'practic', 'se', 'realiz', 'en', 'la', 'ciud', 'de', 'arequip', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
35,Practicante de electrotecnia industrial,"[['por', 'encarg', 'de', 'nuestr', 'client', 'import', 'empres', 'del', 'sector', 'electr', 'nos', 'encontr', 'en', 'busqued', 'depract', 'de', 'electrotecni', 'industrialrequisitosegres', 'de', 'la', 'carrer', 'tecnic', 'de', 'electrotecni', 'industrialexperient', 'com', 'practic', 'pre', 'profesional', 'hab', 'conclu', 'estudi', 'en', 'el', 'i', 'o', 'ii', 'cont', 'con', 'disponibil', 'par', 'viaj', 'funcion', 'principalbrind', 'soport', 'a', 'las', 'activ', 'de', 'oper', 'y', 'manten', 'en', 'lin', 'de', 'transmision', 'beneficioscontrat', 'de', 'año', 'com', 'practic', 'profesional', 'segur', 'fol', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
36,Practicante profesional de contabilidad,"[['nos', 'encontr', 'en', 'la', 'busqued', 'de', 'practic', 'profesional', 'de', 'contabilidadrequisitosegres', 'universitari', 'de', 'carrer', 'de', 'contabilidaddes', 'experient', 'minim', 'de', 'mes', 'en', 'puest', 'similaresdisponibil', 'par', 'hac', 'practic', 'profesional', 'hor', 'seman', 'funcionesapoy', 'en', 'el', 'registr', 'y', 'control', 'de', 'las', 'diferent', 'oper', 'del', 'areaapoy', 'a', 'registr', 'factur', 'sin', 'orden', 'de', 'compr', 'servici', 'y', 'gast', 'variosingres', 'divers', 'document', 'al', 'sistemaotr', 'funcion', 'que', 'requ', 'el', 'are', 'beneficiossubvencion', 'econom', 'superior', 'al', 'merc', 's', 'segur', 'medic', 'de', 'practic', 'de', 'practicantebenefici', 'corpor', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
37,Practicante de marketing,"[['practiagr', 'empres', 'peruan', 'en', 'el', 'are', 'de', 'aliment', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'una', 'practic', 'par', 'cumpl', 'funcion', 'de', 'marketing', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
38,Practicante de comunity manager,"[['se', 'necesit', 'practic', 'comunity', 'manag', 'part', 'tim', 'par', 'labor', 'en', 'estudi', 'de', 'arquitectur', 'desarroll', 'las', 'siguient', 'activ', 'creacion', 'de', 'conten', 'supervision', 'de', 'fan', 'pag', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
39,Solicito abogado y practicante,"[['solicit', 'abog', 'y', 'practic', 'de', 'la', 'carrer', 'de', 'derech', 'par', 'la', 'ciud', 'de', 'arequip', 'par', 'una', 'corporacion', 'envi', 'su', 'curriculum', 'via', 'whassap', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
40,Practicante de marketing digital,"[['empres', 'requier', 'incorpor', 'a', 'un', 'practic', 'par', 'el', 'are', 'de', 'marketing', 'digital', 'funcion', 'apoy', 'en', 'el', 'manej', 'de', 'red', 'social', 'segun', 'indic', 'del', 'are', 'gener', 'de', 'conten', 'seo', 'posicion', 'seo', 'optimiz', 'de', 'adwords', 'email', 'marketing', 'planif', 'de', 'campañasrequisit', 'estudi', 'o', 'recien', 'egres', 'universitari', 'o', 'tecnic', 'carrer', 'de', 'marketing', 'comun', 'o', 'afin', 'proactiv', 'con', 'orient', 'al', 'manej', 'de', 'marketing', 'digital', 'seo', 'sem', 'red', 'socialesweb', 'etcbeneficiostrabaj', 'medi', 'tiemp', 'en', 'oficin', 'de', 'san', 'isidrohorari', 'lun', 'a', 'sab', 'am', 'pmbon', 'de', 'solesal', 'culmin', 'las', 'practic', 'de', 'mes', 'se', 'entreg', 'constanci', 'de', 'practicastip', 'de', 'puest', 'medi', 'tiemp', 'temporal', 'bec', 'practic', 'comision', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
41,Practicas en logistica,"[['nos', 'encontr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'egres', 'de', 'las', 'carrer', 'de', 'administr', 'de', 'empres', 'administr', 'industrial', 'ingeni', 'industrial', 'o', 'carrrer', 'profesional', 'de', 'produccion', 'industrial', 'o', 'carrer', 'afiness', 'valor', 'experient', 'en', 'el', 'are', 'de', 'logisticaexcel', 'intermedi', 'avanzadoofrecemosconveni', 'de', 'practic', 'profesionalessubvencion', 'econom', 'de', 'segur', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
42,Practicas en logistica,"[['nos', 'encontr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'egres', 'de', 'las', 'carrer', 'de', 'administr', 'de', 'empres', 'administr', 'industrial', 'ingeni', 'industrial', 'o', 'carrrer', 'profesional', 'de', 'produccion', 'industrial', 'o', 'carrer', 'afiness', 'valor', 'experient', 'en', 'el', 'are', 'de', 'logisticaexcel', 'intermedi', 'avanzadoofrecemosconveni', 'de', 'practic', 'profesionalessubvencion', 'econom', 'de', 'segur', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
43,Practicas en logistica,"[['nos', 'encontr', 'en', 'la', 'busqued', 'de', 'un', 'practic', 'profesional', 'egres', 'de', 'las', 'carrer', 'de', 'administr', 'de', 'empres', 'administr', 'industrial', 'ingeni', 'industrial', 'o', 'carrrer', 'profesional', 'de', 'produccion', 'industrial', 'o', 'carrer', 'afiness', 'valor', 'experient', 'en', 'el', 'are', 'de', 'logisticaexcel', 'intermedi', 'avanzadoofrecemosconveni', 'de', 'practic', 'profesionalessubvencion', 'econom', 'de', 'segur', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
44,Practicantes de enfermería,"[['import', 'empres', 'del', 'rubr', 'salud', 'se', 'encuentr', 'en', 'la', 'busqued', 'de', 'practic', 'de', 'enferm', 'requisit', 'egres', 'o', 'estudi', 'tecnic', 'de', 'enfermeriaindispens', 'cont', 'con', 'hor', 'de', 'practic', 'por', 'realizarmanej', 'de', 'microsoft', 'offic', 'a', 'nivel', 'intermediofuncion', 'brind', 'apoy', 'a', 'la', 'enfermer', 'o', 'tecnic', 'en', 'la', 'atencion', 'al', 'pacienteotr', 'funcion', 'asign', 'por', 'el', 'jef', 'inmediat', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
45,Practicante de arquitectura,"[['practic', 'de', 'arquitectur', 'par', 'trabaj', 'de', 'metr', 'y', 'presupuestosrequisit', 'ten', 'nocion', 'de', 'instal', 'electr', 'y', 'sanitariasmanej', 'autoc', 'excelrespons', 'y', 'puntual', 'con', 'entregashor', 'de', 'trabaj', 'hor', 'diariass', 'entreg', 'certific', 'de', 'practicastrabaj', 'en', 'mayorazg', 'ate', 'de', 'preferent', 'viv', 'cerc', 'al', 'distrit', 'remuner', 's', 'mensual', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
46,Practicante de marketing,"[['daarm', 'coaching', 'y', 'facilit', 'se', 'encuentr', 'en', 'la', 'busqued', 'par', 'huanuc', 'practic', 'de', 'la', 'carrer', 'universitari', 'o', 'tecnic', 'de', 'marketing', 'requisitosestudi', 'universitari', 'o', 'tecnicoentusiast', 'con', 'muy', 'buen', 'relacion', 'interpersonalesbeneficiosexcelent', 'ambient', 'laboralconst', 'de', 'practicascapacitacion', 'par', 'el', 'crecimient', 'personal', 'y', 'profesional', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
47,Practicante pastelero/panadero,"[['se', 'requier', 'practic', 'mayor', 'de', 'añosestudi', 'o', 'proxim', 'a', 'gradu', 'de', 'maestr', 'panaderopasteleroreposter', 'con', 'conoc', 'en', 'panad', 'repost', 'minim', 'de', 'añocurs', 'de', 'buen', 'practic', 'de', 'manipul', 'de', 'alimentosdeseablenorm', 'de', 'higien', 'y', 'seguridaddeseableconoc', 'en', 'uso', 'de', 'equip', 'y', 'maquin', 'de', 'panaderiabeneficiossalari', 'acord', 'al', 'mercadohorari', 'fulltim', 'el', 'conten', 'de', 'este', 'avis', 'es', 'de', 'propied', 'del', 'anunci', 'los', 'requisit', 'de', 'la', 'posicion', 'son', 'defin', 'y', 'administr', 'por', 'el', 'anunci', 'sin', 'que', 'bumer', 'sea', 'respons', 'por', 'ello']]",0,0,0,0,0,0,0,0,0,0
